title,subtitle,level,description,links,quadrant
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,memes : le desastre du systeme fiat,https://btctouchpoint.com/fr/ressources/memes/#FIAT, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,yorick de mombynes (2022). faut-il reinventer la monnaie ?,https://www.youtube.com/watch?v=CVqcrWsckns, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,alexandre stachtchenko (2022). quel avenir pour bitcoin ? liber-the,https://www.youtube.com/watch?v=qDRqbG-VLDM, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,gigi (2018). lecon #13 -la folie des reserves fractionnaires dans 21 lecons,https://btctouchpoint.com/fr/21-lecons-2eme-partie/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,decouvre bitcoin (2020). pourquoi le bitcoin est-il si important ?!,https://www.youtube.com/watch?v=Iq0wZF3Ui9A&list=PLinTFKehfR4yOM86i_sWI3EwWaI6CSOPm&t=418s, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,tomer strolight (2020). 1. pourquoi bitcoin existe-t-il ?,https://btctouchpoint.com/fr/1-pourquoi-bitcoin-existe-t-il/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,tomer strolight (2020). 9. pourquoi bitcoin est la voie pour sauver l'argent,https://btctouchpoint.com/fr/pourquoi-bitcoin-9-pourquoi-bitcoin-est-la-voie-pour-epargner-de-largent/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,tomer strolight (2020). 14. pourquoi bitcoin mettra fin au plus grand hold-up de l'histoire ?,https://btctouchpoint.com/fr/pourquoi-bitcoin-14-pourquoi-bitcoin-mettra-fin-au-plus-grand-hold-up-de-lhistoire/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 1,decouvre bitcoin (2022). l'hyperinflation,https://www.youtube.com/watch?v=cYKmgflsy_8, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,memes : monnaie superieure - monnaie hi-tech - antifragile,https://btctouchpoint.com/fr/ressources/memes/#superior, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,michael saylor (2023). only bitcoin meet these requirements,https://twitter.com/saylor/status/1620851880523100160?s=20, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,bitcoin par rapport a la monnaie traditionnelle - btc.fr,https://btctouchpoint.com/pourquoi-bitcoin-16-pourquoi-le-bitcoin-change-le-monde/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 2. pourquoi bitcoin ne ressemble a rien de ce que vous avez deja vu,https://btctouchpoint.com/fr/2-pourquoi-bitcoin-ne-ressemble-a-rien-de-ce-que-vous-avez-deja-vu/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 6. pourquoi les regles de bitcoin sont imposees par les mathematiques et la physique,https://btctouchpoint.com/fr/pourquoi-bitcoin-6-pourquoi-les-regles-de-bitcoin-sont-imposees-par-les-mathematiques-et-la-physique/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 8. pourquoi bitcoin est le chemin vers la stabilite economique,https://btctouchpoint.com/fr/pourquoi-bitcoin-8-pourquoi-bitcoin-est-le-chemin-vers-la-stabilite-economique/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 21. pourquoi bitcoin peut gerer tout le commerce dans le monde,https://btctouchpoint.com/fr/pourquoi-bitcoin-21-pourquoi-bitcoin-peut-gerer-tout-le-commerce-dans-le-monde/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 7. pourquoi personne ne peut arreter le bitcoin,https://btctouchpoint.com/fr/pourquoi-bitcoin-7-pourquoi-personne-ne-peut-arreter-bitcoin/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 10. pourquoi le pouvoir d'achat du bitcoin ne cesse d'augmenter ?,https://btctouchpoint.com/fr/pourquoi-bitcoin-10-pourquoi-le-pouvoir-dachat-du-bitcoin-ne-cesse-daugmenter/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 13 pourquoi bitcoin est-il le plus grand gladiateur du monde ?,https://btctouchpoint.com/fr/pourquoi-bitcoin-13-pourquoi-bitcoin-est-il-le-plus-grand-gladiateur-du-monde/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,tomer strolight (2020). 18 pourquoi bitcoin attire des talents extraordinaires,https://btctouchpoint.com/fr/pourquoi-bitcoin-18-pourquoi-bitcoin-attire-des-talents-extraordinaires/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,"ray dalio (2023). ""there will be a competition of moneys, and bitcoin is a part of that competition. i look at it as an alternative gold."" bitcoin magazine",https://twitter.com/BitcoinMagazine/status/1619853028328361984?s=20&t=Zsfa1RtKCGoWpo_4IWVOUw, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,paul tudor (2020). it's like investing early in a tech company. cnbc,https://www.youtube.com/watch?v=D1LhLwA1EhE&t=8s, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,paul tudor (2020). bitcoin is maths and maths never fails,https://www.youtube.com/shorts/_Nc_P-xTEic, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,les defaillances de notre monnaie :,stanley druckenmiller (2022). stanley druckenmiller talks about bitcoin. zurich crypto journal,https://www.youtube.com/watch?v=EuyaqKZgezM, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,la superiorite de bitcoin :,memes : bitcoin vs. altcoins,https://btctouchpoint.com/fr/ressources/memes/#Altcoins, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,la superiorite de bitcoin :,tomer strolight (2020). 22 pourquoi les imitateurs du bitcoin sont des escrocs,https://btctouchpoint.com/fr/pourquoi-bitcoin-22-pourquoi-les-imitateurs-du-bitcoin-sont-des-escrocs/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,la superiorite de bitcoin :,cryptojon (2022) la theorie maximaliste de bitcoin,https://www.youtube.com/watch?v=IrL_4bsU1I4, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,la superiorite de bitcoin :,"cory klippsten (2022) ""blockchain"" is like an airplane wing without the rest of the plane. nice table or bench perhaps, but it doesn't fly!",https://twitter.com/coryklippsten/status/1624188885801795584?s=20, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. les altcoins/autres crypto:,naiive (2023). bitcoin vs. gold a la mr bean !,https://twitter.com/naiivememe/status/1651201936358768640, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. les altcoins/autres crypto:,brian roemmele (2023). the closest man has come to creating a hell on earth. serra pelada gold mine.,https://twitter.com/BrianRoemmele/status/1628071455891271681, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. les altcoins/autres crypto:,"bitcoin is saving (2023). gold is a scam, you can't run a full node and fully verify it cheaply",https://twitter.com/BitcoinIsSaving/status/1632783013816696841?s=20, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,"ferghane azihari (2021). bitcoin, la monnaie de reference de demain ?",https://www.youtube.com/watch?v=DouDH1wo9Tw, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,michael saylor (2020). synopsis de la serie saylor du what is money show avec robert breedlove,https://btctouchpoint.com/fr/synopsis-de-la-serie-saylor-transcript-du-podcast-what-is-money-de-robert-breedlove/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,wtf happened in 1971 ?,https://wtfhappenedin1971.com/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,rjames_btc (2022). hardmoney,https://www.hardmoneyfilm.com/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,philippe herlin (2022). l'etalon-bitcoin de s. ammous. resume,https://btctouchpoint.com/fr/letalon-bitcoin-de-saifedean-ammous-resume/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,philippe herlin (2022). l'etalon-fiat de s. ammous. resume,https://btctouchpoint.com/fr/letalon-fiat-de-saifedean-ammous-resume/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,erik voorhees (20??). why fiat money is bad,https://twitter.com/_tonylewis/status/1653309540622823424, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,john haar (2023). fixed supply money does not lead to economic collapse,https://www.swanbitcoin.com/why-a-fixed-supply-money-does-not-lead-to-economic-catastrophe/, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,bitcoin vs. or,michael saylor (2021). the failure of fiat money -wim breedlove,https://www.youtube.com/watch?v=3S86lGIeWc4, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 2,cyril grunspan (2023). bitcoin : le tour de force. bitcoin blvd,https://www.youtube.com/watch?v=HLKWTwu_ETI, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 2,alexandre stachtchenko (2022). fiat vs. bitcoin vs. crypto - gac,https://www.youtube.com/watch?v=bc43oat1PHk&t=2s, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 2,michael saylor (2022). bitcoin is pure economic energy,https://btctouchpoint.com/wp-content/uploads/2022/11/Saylor-Pure-economic-energy@dergigi-33-Bitcoin-ENDGAME.mp4, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 2,michael saylor (2022). bitcoin is integrous conservative monetary system,https://btctouchpoint.com/wp-content/uploads/2022/11/Saylor-ConservativeMonetarySystem@dergigi-13-remastered.mp4, comment bitcoin change societe
systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,niveau 2,michael saylor (2022). bitcoin is pure digital energy,https://btctouchpoint.com/wp-content/uploads/2022/11/Saylor-Pure-Digitial-Energy@dergigi.mp4, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 1,adam back (2022). blockstream ceo explains the positivity of bitcoin changing individuals' time preference.,https://twitter.com/Blockstream/status/1571443277542625281, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 1,tomer strolight (2020). 15. pourquoi la civilisation a besoin de bitcoin,https://btctouchpoint.com/fr/pourquoi-bitcoin-15-pourquoi-la-civilisation-a-besoin-de-bitcoin/, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 1,richard (2022). runaway [orange pill edition],https://www.youtube.com/watch?v=YkxopBlMWLw&list=PLj9lDruPFtBljCFcLcoD3bd5pGUGmHZWV&index=7, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,gigi (2018). lecon #14 - une monnaie saine dans 21 lecons,https://btctouchpoint.com/fr/21-lecons-2eme-partie/, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,michael saylor (2023). you should be saving a lot more...you should shift your capital back to strong money . the bitcoin layer,https://twitter.com/Bitcoin200T/status/1626562269059645446?s=20, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,yves choueifaty (2022). bitcoin: une these d'investissement - surfin22,https://www.youtube.com/watch?v=j6S68my_4rk, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,yves choueifaty (2022). une masterclass magistrale - gac,https://www.youtube.com/watch?v=ZCDtQhop660, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,saifedean ammous (2022). l'etalon bitcoin - resume par p. herlin,https://btctouchpoint.com/fr/letalon-bitcoin-de-saifedean-ammous-resume/, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,saifedean ammous (2022). l'etalon fiat - resume par p. herlin,https://btctouchpoint.com/fr/letalon-fiat-de-saifedean-ammous-resume/, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,croesus (2023). valorisation du plein potentiel du bitcoin,https://btctouchpoint.com/fr/croesus-valorisation-du-plein-potentiel-du-bitcoin/, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 2,jimmy song (2022). the fiat reality of real estate - bitcoin songsheet #16.,https://www.youtube.com/watch?v=0PQMchDRLW4, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 3,michael saylor (2023). the 24 risks of equities with michael saylor. the bitcoin layer,https://www.youtube.com/watch?v=8cX1aptP5Io, comment bitcoin change societe
systemes monetaires,"3. monnaie, preference temporelle, et investissements",niveau 3,kuiper et neureter (2022). bitcoin first: investors should consider bitcoin different than other digital assets,https://www.fidelitydigitalassets.com/sites/default/files/documents/bitcoin-first.pdf, comment bitcoin change societe
systemes monetaires,4. bitcoin revolutionne la comptabilite,niveau 1,evolution des techniques de comptabilite et compta. en partie triple,https://btctouchpoint.com/fr/comptabilite/, comment bitcoin change societe
systemes monetaires,4. bitcoin revolutionne la comptabilite,niveau 1,"psylocibin citadel (2023). bitcoin  is a digital accounting system backed by electricity that nobody can cheat, debase, or inflate",https://twitter.com/DecrimNat/status/1658191325307756544?s=20, comment bitcoin change societe
systemes monetaires,4. bitcoin revolutionne la comptabilite,niveau 1,lawrence lepard (2021). bitcoin is more sound than gold due to triple entry accounting,https://www.youtube.com/watch?v=I0R28DXrmb8, comment bitcoin change societe
systemes monetaires,4. bitcoin revolutionne la comptabilite,evolution des techniques de comptabilite et compta. en partie triple,"darin feinstein (2022). bitcoin, the greatest money system. what bitcoin did",https://www.youtube.com/watch?v=MuysA_WzskM, comment bitcoin change societe
systemes monetaires,4. bitcoin revolutionne la comptabilite,niveau 2,robert breedlove (2020). the number zero and bitcoin,https://medium.com/@breedlove22/the-number-zero-and-bitcoin-4c193336db5b, comment bitcoin change societe
systemes monetaires,4. bitcoin revolutionne la comptabilite,niveau 2,robert breedlove (2020). le chiffre zero et bitcoin,https://btctouchpoint.com/fr/le-chiffre-zero-et-bitcoin-1/, comment bitcoin change societe
systemes monetaires,4. bitcoin revolutionne la comptabilite,niveau 2,pierre rochard (2023). fractional reserve carbon accounting is an attack on bitcoin mining. bitcoin magazine,https://bitcoinmagazine.com/culture/carbon-accounting-attacks-bitcoin-mining, comment bitcoin change societe
cycles historiques,1. la fin de la fin de l'histoire,niveau 1,la fin de la fin de l'histoire,https://btctouchpoint.com/fr/la-fin-de-la-fin-de-lhistoire/#fin1, comment bitcoin change societe
cycles historiques,1. la fin de la fin de l'histoire,niveau 2,alexandre stachtchenko (2022). bitcoin: nouvel enjeu geopolitique et economique majeur - surfinbitcoin22,https://btctouchpoint.com/fr/la-fin-de-la-fin-de-lhistoire/#fin2, comment bitcoin change societe
cycles historiques,1. la fin de la fin de l'histoire,niveau 2,michael every (2023). en (la)garde: ecb president reveals what happens next. zerohedge,https://www.zerohedge.com/markets/en-lagarde-ecb-president-reveals-what-happens-next, comment bitcoin change societe
cycles historiques,1. la fin de la fin de l'histoire,niveau 2,nathalie smolenski (2023). america's role in the new world order. wbd,https://www.youtube.com/watch?v=7lXu7DNr3bs, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 1,ray dalio (2015). la mecanique de la machine economique en 30',https://btctouchpoint.com/fr/cycles-dendettement-et-business-cycles/, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 1,un niveau d'endettement insoutenable,https://btctouchpoint.com/fr/cycles-dendettement-et-business-cycles/#debt2, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 1,"mises institute (2023). the essence of a credit-expansion boom is not overinvestment, but malinvestment.",https://twitter.com/mises/status/1628503195759570945?s=20, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 2,ray dalio (2022). principes pour faire face a l'evolution de l'ordre mondial,https://btctouchpoint.com/fr/cycles-dendettement-et-business-cycles/#debt3, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 2,luke mikic (2023). will the us empire collapse the same the roman empire did? gradually then suddenly,https://twitter.com/LukeMikic21/status/1650885743617687554, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 2,parker lewis (2023). dissecting the banking crisis. tftc,https://www.youtube.com/watch?v=t_T6GUV4bNE, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 3,murray rothbard (1969). les depressions economiques : causes et remedes,https://btctouchpoint.com/fr/cycles-dendettement-et-business-cycles/#debt4, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 3,theo mogenet (2022). les cycles economiques pour l'ecole autrichienne. decouvre bitcoin econ201,https://btctouchpoint.com/fr/cycles-dendettement-et-business-cycles/#debt5, comment bitcoin change societe
cycles historiques,2. cycles d'endettement et business cycles,niveau 3,james lavish (2023). it's time for debt,https://twitter.com/jameslavish/status/1636104435171737602, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 1,howe & strauss (2000) - le quatrieme tournant,https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#4th1, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 1,dale davidson et rees-mogg (1997) the sovereign individual,https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#sov1, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 1,21milliontv (2022). a 1997 prophecy: the sovereign individual,https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#sov2, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 2,neil howe (2017) the 4th turning: why american 'crisis' may last until 2030,https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#4th2, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 2,neil howe (2023). 1-on-1 w/d. dimartino booth,https://www.youtube.com/watch?v=SeBgUVM0yBQ, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 2,brandon quittem (2020) bitcoin & the rhythms of history. analyse,https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#4th3, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 2,brandon quittem (2020) bitcoin & the rhythms of history. w/ r. breedlove,https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#4th3, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 2,james davidson (2022). bitcoin and the sovereign individual. wim,https://btctouchpoint.com/fr/cycles-politiques-institutionnels-et-culturels/#sov3, comment bitcoin change societe
cycles historiques,"3. cycles politiques, institutionnels et culturels",niveau 2,marty bent (2023). this feels like the endgame,https://tftc.io/martys-bent/issue-1340/, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 1,les cycles de kondratiev,https://btctouchpoint.com/fr/cycles-dinnovations-technologiques, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 1,progression exponentielle,https://btctouchpoint.com/fr/cycles-dinnovations-technologiques/#expon, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 1,andreas antonopoulos (2016). inversion d'infrastructure,https://btctouchpoint.com/fr/inversion-dinfrastructure-extrait/, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 2,un systeme monetaire incompatible avec le progres technologique,https://btctouchpoint.com/fr/cycles-dinnovations-technologiques/#booth, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 2,jeff booth (2022). le prix de demain,https://btctouchpoint.com/fr/le-prix-de-demain-introduction/, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 2,jeff booth (2022).why deflation is key to an abundant future,https://btctouchpoint.com/fr/cycles-dinnovations-technologiques/#jeffbooth, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 2,jeff booth (2022). inflation - deflation - which one is it?,https://btctouchpoint.com/fr/cycles-dinnovations-technologiques/#jeffbooth, comment bitcoin change societe
cycles historiques,4. cycles d'innovations technologiques,niveau 2,en savoir un peu plus sur les cycles de kondratiev,https://btctouchpoint.com/fr/cycles-dinnovations-technologiques/#kcycles2, comment bitcoin change societe
changement de paradigme,1. percees scientifique et technologique,niveau 1,tomer strolight (2020). 2. pourquoi bitcoin ne ressemble a rien de ce que vous avez deja vu ?,https://btctouchpoint.com/fr/2-pourquoi-bitcoin-ne-ressemble-a-rien-de-ce-que-vous-avez-deja-vu/, comment bitcoin change societe
